text,label
@katerinenene Puedes escribirme cuando quieras bonita ,1
Tengo ganas de escribir una carta con intención de provocar diabetes.,0
"La represión en Lara es grave, igual en Carabobo, cantidad de detenidos y heridos es inmensa, muchos estados del país en iguales condiciones",1
@18XXX17 Regalarle un masaje así a mi mujer. Seguro que quedaría encantada. Jijiji,1
@alertasurco Toyota rojo con 3 personas en actitud sospechosa cuadra 9 Antúnez de Mayolo parque Perú vista alegre,1
@KevenYHensy Y yo también estoy tan orgullosa de ustedes 😍😩🙈,1
A esta hora aparecen las calientasopas ,0
"@JeslinMorales7 Yo por eso salgo con el cell con media carga, asi si me mamo se descarga. Hay que ir un paso adelante siempre. ",1
Nunca me voy a olvidar cuando me compre 5 paquetes de dortios en el día de los enamorados. Yo justo me había peleado jajajaaaj lpm lo amaba,1
"🎵No me folles con tus barbas😊 que las tienes pringadicaaaaas 🎵y si lo haces, por venganza🎵 yo te pego mis ladillaaaaas🎵😊 #SilvesJotero",1
@justinbieber será que tu puedes darme la felicidad de seguirme alguna vez en tu vida,1
Una conclusión es el lugar donde llegas cuando estas cansado de pensar,1
Siempre dije que es de resentido borrar las fotos con tu ex,0
"La felicidad es como un pastel, cuando lo tienes lo saboreas, y cuando no, sólo con olerlo basta. #Fav #RT #FF #UnaVidaPk #felicidad",1
"Yo el que te llegaría de sorpresa con ganas de arruncharse contigo todo el dia, yo que no soy nada tuyo.",1
Tengo tanto de no ver a David 😭,0
Tenía mucho que no escuchaba música tejana 🙁,0
"Amo ser la que organiza festejos, detalles o alguna sorpresa en la familia 💕",1
@AngieFretes Yo te aguanto ,1
"Espero que la muerte de Chester haya hecho ver lo real que es la depresión y en lo que puede acabar, que nadie está a salvo de ella",0
Orgullosa de la gente que elegí para caminar en la vida! #felizdiadelamigo 💕,1
"Me dio ganas de abrazar a alguien pero ya estoy en mi casita, de última la almohada siempre esta! ",1
10 el que juega poqui! Te quiero broda,1
Que gracioso cuando dicen que los porteños son chetos y vos sos bonarense es tipo UF MENOS MAL ahre q soy porteña igual,1
@chacguate Ja! Eso provocaría una furia jajajajajajajaja no que me duerma,1
@Camila_Cabello @BrunoMars NO PUEDO ESTAR MAS EMOCIONADA POR TI Y POR LO QUE HAS LOGRADO,1
"26. Soy muy sincera, realista y directa. Y muchas veces es un problema porque no mido lo que digo y puedo ofender o hacer sentir mal):",1
A celebrar con gusto,1
"Tu risa ya no es la misma, no me miras con los mismos ojos,y con justa razón",0
"@Fs_YangWoo Si una pesadilla te gusta automáticamente es un sueño, ¿no?  AY, bebé. ♡",1
"Pilar ya me empieza a mandar audios de los cordobeses, jajajaja me va a enloquecer",1
Sabes que una persona es importante en tu vida: cuando sus problemas te afectan y no puedes dormir por estar pensando en ella ,1
¿No han temido alguna vez que la persona que aman se enamore de alguien más y no vuelvan a saber más de ella? Es algo que te hace infeliz.,0
@estherpalomera Pues si estás ahí te estará comiendo la ira escuchando al irredento y prepotente #oubiña @HoyPorHoy,0
"Era una mujer herida por el pasado, desconfiada, fría, una de esas que difícilmente vuelven a querer.",0
Camila se ve linda cuando se pone nerviosa,1
Rabia Tv  #TRTyeİsimÖnerim,0
"@meprendorapidoo Dejen de ser cínicos, insultar a Robben es igual de vergonzoso que cuando se insultaba a Zidane, indios.",0
Me da rabia que te hable y me contestes bien pinche cortante.,0
"Tengo bronca, indignación, temor, enojo todo junto.. menos mal que me voy de santa fe 🤤",0
Tic tac la aguja en las 4 por fortuna pasaron 20 minutos,1
@vegetta777 Quiero verte triste ni enfadado. Te queremos muchísimo 💜💜💜,1
"Vamos a hablar de algo que nos haga divertir, Que de tanta sonrisa la muerte se va inhibir",1
@GranaNacho @EscJmiranda @aznarez_toti @AnaKafci @noelmesa @Cybertario En vez de insultar a realizar mas comprension lectora,1
Me voy a poner cinta en la boca para no decir ni A y poder recuperar la voz ,0
¿Soy el único que abre los medicamentos SIEMPRE por el prospecto? #rabia,0
@zinxsoficial LPM QUIEN ME PUEDE sTALKEAR A MI ,0
Que en la calle sea un príncipe pero que en mi cama sea salvaje y peligroso🎵,1
"Ayer, pillé a mi hermano pequeño masturbándose. Hoy le he pillado otra vez en el mismo sitio y se ha enfadado…",0
mis momentos de cholujaje me remontan al mas bizarro del mundo....CON 16 AÑOS NOS SUBIMOS AL COLEC DE LOS NOCHEROS CON ESCABIO ,1
No agunto más 😢,0
"@natymartins No amor, vos también lo podrías hacer. Pensé que solamente eras fan de La Sole, pero parece que del Pro también. ",1
@SomeKralzo Vpc.... Holy shit yo hubiese explotado de la rabia como si fuera una mina de sulfúro con fosforito adentro.,0
"O muchísimas más, qué puta nostalgia que este papi se haya ido así... mucha música nos dejó todo",0
@rxcketqueen__ no le des pelota isidro no vale la pena,0
Luego dicen que si me enfado... Pero con razón!,0
"No tengo palabras para describir lo afortunado que me siento con el apoyo que me brindan cada día mas, gracias, estamos juntos en esto💥",1
@daeduv @DanielSamperO Imbecil.. Ya era mayor de edad.. Estrene cerebro infeliz.. Argumentos proporcionales a su criterio pusilánime.,0
jaja entonces a mi me bloquean tanta importancia me dan jajjaja caramba ,1
Los otros que se les cruce su peor pesadilla.,0
"Repugnante ver a las hienas(tertulianos), morder, insultar y rabiar, por conseguir un trozo del cadáver de Miguel Ángel Blanco (homenaje)...",0
"ME PONES NERVIOSA, SABRINA.",0
@purplehanash Awww condolences... ,0
"@LothricBorgunll < venganza. Y de esa manera la cadena de odio, venganzas y sangre nunca terminaría. Ella tenía en sus manos el poder que >",0
Me: Only deep and meaningful lyrics get to me Factoria: hay otro en mi vida que curó mis heridas me devolvió la alegría que daba por pérdida,1
Jamás he tuiteado su nombre jajaja por miedo.,0
Estoy más aburrida que la Micaela y la pieda,0
"Que espanto como escribíamos antes por dios, alto retraso 😂",1
"Si conduces, no uses el celular… evita ser presa fácil de un delincuente o provocar un accidente vehicular. #TipsDeSeguridad",1
Posta estoy preocupada pensando que voy a tener q vender un riñon para pagar todas las entradas a kau d la semana q vieneEE,0
"Nadie es dueño de tu felicidad, por eso, no dejes tu alegria, tu paz, tu vida en manos de nadie.",1
"""Nada que no se sane y se olvide en tierra de rumba con tragos de licor"" #Ironía #ThisIsGozar 😂",1
"@phurfemnio Con el hecho de que seas una Selena puedo decirte que me tienes a tus pies, me ha encantado todo de tu perfil. 💕 -N.",1
"Buoh, me dormí de nuevo y me acabo de despertar y me encuentro que crush de mierda me ha bloqueado 👀 está resentido",0
La felicidad es un maquillaje,1
Que horario más horrible 😓,0
"Me siento tan cansado u,u",0
@ale_posho @RichaVega Jajaja ,1
Hay ternurita 🙄 a mi ni él café me quita él sueño 😉 #Odiosa #Sarcastica,0
¿Hay algún estudio sobre la incidencia de personas con depresión usando Twitter o Facebook?,1
"@Glorette_616 El me pelea, insulta. Yo lo bloqueo. Punto. Enojate con otro.",0
madre no me deja hacerme un tatuaje #enojada!!!!!,0
Mira wey te puede gustar una banda o un artista o no pero no tienes que ser fan de sangre para sentir tristeza y pena por su muerte.,0
"Bueno uno no, par de botellas, unas cuántas, bueno sii 😆",1
hay algo de lo q hablan siempre acá y me genera mucha ansiedad y cada vez q lo leo tiro el cel por la ventana me deben como 9 telefonos ok,0
@ESPNmx Impresionante? Que vieron? Lo escribio alvaro morales? Por faaaavor! Octagono y vemos! ,1
perdonen amigos si me quedo dormido y no me suena la alarma no es mi culpa,0
La depresión es una vaina ran arrecha que ablanda las caraotas rápido...,0
HOMBRES: a veces hacemos berrinche sólo para que nos consientan. Sépanlo,1
Un amigo es una luz brillando en la oscuridad:) Te amo bombona! @MicaViciconte #QueTusAmigosSeanEternosMica,1
@AudGuelaguetza terrible sonido en el concierto de #Mexicanto  Inadmisible para el público y para los artistas...,0
Me dan ganas de meterles una piña,0
Lo que menos pense termino pasando ,0
"@vegetta777 Buenos días samu esperó y ya no estés enojado , recuerda que ay millones de personas que valoramos tu esfuerzo 💜✨",1
"#DigimonETC se arregloooo! Tenemos tamers, señores #felicidad",1
Volver a la pega no me entusiasma pero yo lo pedí. Capaz que me estén esperando con el medio sobre azul 😂,1
Yo la mejor y que te contesten así nomas me infla la vena😠😡,0
@GastonDH08 Puuf cada vez que se va viene con algo mejor! Jajaj gracias primo ,1
"BUENO PERROS SE PERDIÓ YA A CAMBIAR DE PÁGINA Y PENSAR EN LO QUE SE VIENE,EN JUEGO LARGO HAY DESQUITE.",1
Como hago para tardar por lo menos 5 minutos en contestar? Que persona ansiosa q soy lpm,0
"cuando me dicen ""te voy a decir algo pero no te enojes"" automáticamente me enojo un 98%",0
A que hr pasa el tren del recursado? 😂,1
Ven....si tu...stalker con nombre y apellido...que pesar sentó por  ti debes ser tremendamente miserable e infeliz,0
@ErickDiaz_98 Seas tan idiota 😂,1
No se pero eres esa persona que me hace subir al cielo con tan solo esa mirada. 😀,1
"No creo en el horóscopo porque a veces puede y a veces no puede ser lo que te va a pasar, pero ahora si coincidió #Miedo",0
Tu cama es tu cama! 😊,1
"Se imaginan, que gracioso.",1
"Por lo general soy tremendo anti, pero es ir a una fiesta y arrancar a tomar y me vuelvo el hermano de distinta madre de todos😂😂",1
@Ancler_123 @emocritoMCPE Joder que nostalgia :'v,0
@ManuelaCarmena ¿Conoces a una sola victima que pueda sentirse ofendida por homenajear a #MiguelAngelBlanco?¿Una sola?,1
"Weón, tengo el agrado de decir que mi profesora de historia es  una de las docentes pro del colegio más ""bacan"" de chillan.",1
"@anapalacio  ficha por Marruecos contra el Sahara Occidental. Parece mentira que se venda por dinero. Lea sentencias Judiciales ""Indignidad""",0
"Me compro una entrada sorpresa para que fuera con ella a la fiesta, se paso de bella",1
@As_TomasRoncero @diarioas Jajajaj.  La antimadridista disgustada,1
"@JoseAMdeejay con ese summertime me has hecho recordar mi primer festival en bcn con 18 años, emocionado al recordar a mis amigos de alli",1
Hasta la verga que no es pa' ustedes les incómoda 😂 ¿por que siguen gente de la cual no les gusta el contenido que suben?,1
No importa cuan atenta seas cuán amable seas si lo único que notan es cuando estás enojada y mentando madres,0
A pesar de todo siempre te amaré...,1
quien me lleva a Italia para insultar al hijo de diosdado,1
@AweloJos Huelen la desesperación,0
"@javier_raya Una pena, mano. Ojalá pronto se abra otro chance.",1
@jandracs Que no estoy enfadada ...,0
@taty_zoloff @DaniChejolan @nuubiaaa_roldan @ManuZapataM te voy a querer siempre a pesar de nuestras millones de peleas!!! @taty_zoloff 💓,1
HIJO DE TU REPUTISIMA BOMBA PERRA ESTUPIDA BABOSA MADRE😡😡😡😡😡😡(sin ofender a su mama no la conozco es solamente una expresión de odio así el),0
@ZahiCrazy Encantado we :D,1
"Aparte no se porque pero acá es literal todo rico, la gente viene a morfar😂 😂",1
@cholucon Por cierto me falto #sarcasmo,0
Lo mosquitos me estan aturdiendo😡,0
@JosDice Si me sigues no me enojo😜,1
Hasta ahora me lo tomaba a broma y me estoy empezando a dar cuenta que en menos de 10 horas estarán abriéndome con bisturi y cosas.😓😓,0
@OjosColor__Sol He vívido engañado mucho tiempo ,0
Estoy esperando la reacción de @lulcianaa a mis videos de ig. ,1
Que preocupación tan sapa hijueputa 😭.,0
"El partido de Isco fue una mierda y el de Bale, Modric, Kroos, Casemiro y CR7 fue la hostia en verso JAJAJAJA #ironia",0
Esto me tiene muy nerviosa.,0
@suckjawregui era de terror,0
eh dormido tres horas y estoy entre triste y enfadada,0
"Quiero cambiarme el @ hace rato a ""danionino"" o a algo que tenga que ver con Noragami o DN pERO esta demuestra mi amor a Hobi y aYUDA PÁNICO",1
Me da risa q se creyeran lo de v o r,1
"Se equivocan cuando dicen que llorar no sirve, sirve para sacarlo todo cuando ya no se puede recuperar nada.",0
"Oye, ¿Y quienes eran los #PSLP que cayeron en el fake? Digo para reirme un rato, o webiarlos...No sé ",1
@IamYanetGarcia ¿Estás tratando de darme un ataque cardíaco Yanet? ¡Muy agradable!,1
"Acabo de comprar el bikini más hermoso del mundo , estoy muy feliz 🌊❤️",1
@KaryCorrea Tienes razón. Es un comentario completamente fuera de lugar y supongo que muy desagradable.,0
"@jcsosazpurua Yo lo llamaría socialismo populista, estado de bienestar, cohabitación criminal, culillo, en fin, tantas cosas!! Lamentable!",0
@juanbrandolin04 @Micka_Martinez0 @nazaromanosss @mica_paolo14 que agradable sujeto este juan,1
Lptm mira si voy a tener tantas pesadillas en una noche ,1
No crítico lo insoportable q son las publicidades de Spotify pero decir q Coldplay es la mejor banda de la historia es un insulto a Queen,0
Tome gaseosa y una revolución tengo en mi panza jajaja mira q mg el peligro e,1
GONORREA ME SENTÍ TERRIBLE.,0
"#DanielSamperQEPD  Si todo muy triste pero alguien que piense en las burritas hoy, pobre costeños por que celebran con las burritas.",0
@soygerd Será divertido! Ve inspirado y lleva material didáctico,1
@LauriDelfi Sos graciosa no?,1
@mdzonline Nooo x Dios... Y lo peor q aún hay ignorantes o vagos q con tal d no trabajar los votan. Q tristeza la ignorancia,0
Yo creo que nunca me había enojado tanto como lo hice hoy 🙇🏻‍♀️,0
@agossilva3 Re graciosa yo jeje❤❤,1
"porq cuando hablaba de venganza se ponia triste, pero por ahi le recordaba a una venganza q tenia q ver con otra cosa y no con el""adulterio""",0
nunca le dije a nadie porque pensé que se asustarían o algo después investigué y encontré que a otra gente también le había pasado,1
"Me da rabia estar de vacaciones, cuándo podría dormir hasta la catalepsia y no aquí con insomnio 😑😑😑😑",0
@Juanmazza12 Un amigo es una luz brillando en la oscuridad🎵,1
"Detrás de una sonrisa se esconden  tú felicidad o tú tristeza, en un abrazo tú seguridad y en tu sangre tú pasión.",1
"Existen dos grandes fuerzas que nos mueven en la vida, el #amor y el #miedo, y estas fuerzas son lo opuesto entre si",1
"#SanFernando 23:30se trata de incendio estructural en casa de material ligero con peligro de propagación, se despachan más unidades al lugar",0
"ya en 1 hora acabo la tarea, ah no menos, como 5 horas #triste",0
Justo cuando mi hermano queria estar conmigo lo corri ,0
En mi siesta vespertina tuve una pesadilla con el-que-no-debe-ser-nombrado. Estuvo bastante heavy y desperté con algo de ira. Buena esa Tom.,0
@MasterChefMx  como cuando lloras en las entrevistas para conmover a los chef ,0
Todo mal Lpm ,0
A veces me gustaría ser un poquito más afectiva porque luego las personas piensan que me valen cuando en realidad las quiero mucho. ,1
"Feliz día para vos! Prima, hermana, amiga y mi otra mitad 💛👭 te amo infinitamente.  Sofy Hernandez",1
"Para amarte no necesito que me des la luna, solo quiero tener la fortuna, de regalarte mi amor 🎶",1
"Este régimen moribundo, aislado y desesperado, le declara la guerra a toda Vzla. Dificil procesar tantas noticias de represión en marcha",0
Y la depresión va de la mano con la ansiedad..,0
@rtorresabc123 @TeresaBalladare JAJAJAJAJAJAJA recién veo esto que risa hp,1
@LeoneLGomezz_10 ... si quieren que este bien que me traten bien 😠,0
Feliz dia en especial a los que a pesar de la distancia cuando nos juntamos sigue todo igual de bien y nos cagamos de risa como siempre,1
"Van a vomitar cojudeces como ""profesionalizar"", ""efecto social"" y ""responsabilidad""... gente como Juliana Oxenford, claro. ",0
"Me encanta el ""no te vayas, no te puedes ir"" mientras te jodo y te insulto...",0
"@FonsecaPrieto_ Sonrisa perfecta, la gracia de Dios en ti 😁 Y mejor sin braquets jajaja un abrazo Caro",1
"Son los hombres los que nos violan, asesinan y desaparecen, pero tranquilas ellos también pueden ser feministas!!! *Sarcasmo* #Enojada",0
@cami_lando jajajajaja y cuando llegó a arg me agarra una depresión de supermercado,1
@20m @agarzon Normal...estos bolivarianos querian cobrar y todo...donde se ha visto semejante afrenta,0
"@greymvr @ana_lill Literalllll, se perdió de momento",0
Esta indignado el Botto por el cargador jajaja,1
Mi pobre gargantita. ,0
Considero que toda las mamas son exepcionales y que un hombre no las valore es lo mas triste de la vida.,0
@KidGuilty @cathy Jajajajaja ctm la #pipeton ,1
"J. Pelea cada mañana con tus miedos y fantasmas. Tus armas: la sonrisa, el silencio, la determinación, la palabra de Jesús, el diálogo...",1
Ahora por fin voy a poder twittear la lista de la compra. ¡Ya era hora!   #280caracteres #ironia,0
"No se si eso es para mi o qué , boe ",1
#ndc tantos autos y ninguno me atropello,0
Feliz día del amigo.,1
La gente amargada no mas no👎,0
@yanilatorre pobre infeliz vos jaja tiene q existir el día del corneta jaja,1
@Real_Oscarinn @lapollislicona Jajajaja si lo peor es que si cocino bien hasta hambre me dio ,1
@caterinabarbi resentimiento al palo,0
@ppedeprusia Yo estoy super contenta con yoigo!,1
Encima no estoy para aguantarme a una amargada por seis horas.,0
Esta noche es mi sábado a la noche ,1
"Y se hacen llamar periodistas, muy pocos los decentes eh! Aplausos @Miguel_layun",0
@ashfromamike @CBinvaders @eldiarioes Pero resulta que en la información que yo comentaba no se explicaba las circunstancias del atropello.,1
Quesque bien payasas por la limpieza y agarran su teléfono después de haberse limpiado la cola! Jaja #Ironía #MeCaenMal 😌,1
"Vivo #Feliz, #vivo #Danzando, vivo mi #música, vivo #Bailando",1
"@DR_Chiva @Pau_Zoe @Ikki_del_Fenix Jajajaja!!! Eso jamás Doc, a lo mucho mugroso perver; aunque Lady Pellitur no suena mal... 😂",1
"Estaba para un crobar furioso eh, dió mio. No veo la hora de dejar de laburar aca y hacer lo que quiero. No falta tanto ya",1
@HeyVampi__ Probaré la del micro a ver. ,1
"@LadyWinter334 Podría ser la habitación de una residencia, o un manicomio 😱 sin ofender 🙏 jajajaja 😚",1
"@ladivaza Arrecha jeje ❤ diva, peligrosa, poderosa TE EXTRAÑO!!!!",1
"""Solo quiero una noche pa' vacilar""",1
Necesito a mi amor para mimarme y esta enojado 😣,1
siempre q me enojo o me frustro termino llorando 🤷🤷,0
Se fue el inter... Aplausos @weni_habbo @BryanBieber17HB,1
Arranca el Torneo de Fútbol Sala aquí e Venezuela y yo con los nervios a flor de piel pero ansioso ya que arranque el #FutVe #Clausura2017,1
#youtube va de culo!! Me imagino que no soy el unico yuhuu😡😡 #enfado @dewrongta @TheBraxXter,0
@juanjorinconm Obviamente uno como hincha mira esa nómina tan buena y espera que el equipo lo haga bien. Pero Hernan es miedoso.,0
yo soy re bacana pero cuando me enojo dios santo agárrate catalina,0
Le mejor de todas las veces que me e enojado es cuando llega la hora de mi venganza.🧐😎🤩,0
Pq no eres mi novio ya??? ,1
Mi mente un desastre ,0
@CristinaLlore12 @JavierC94099618 @y0v4n4 @CCivicaCatalana Estoy a favor de que apaleen a niños y ancianos. #Ironía,0
Al pedo mire esa película de terror. Lpm,0
Esta noche va ser. Terrible y laburo mañana,0
"No tenia que haber ido, me duele una banda ahora😠",0
no puedo ser feliz aunque a veces puedas pensarlo ya que lo bueno acaba dejando un sabor amargo..,0
arroba florencia si me contestas no me enojo eh,1
@Panshie_ me estoy poniendo nervioso,0
Planear tu venganza cuando estás enojado/a y que a los 5 minutos andes como si nada.,0
#PideAhora3Deseos   Comer y no engordar  Hacer ejercicio sin cansancio  Que no duelan las rodillas al correr,1
"Buenos días a todos, menos a los que nunca he ofendido.",1
OFENDIDO MANO ESO ES MUCHO EL NEGRO HIJUEPUTA,0
Si dejarán de comprar chocolates me harían un favor porque vivo con ansiedad y me lastro todo 😣🐄,0
Vivo con el temor de ver un vídeo y que sean gemiditos 😔,0
Ciera is a horrible,0
ya quiero que sean las 12 y escuchar back to you que desesperación waaaaaa,1
"Estoy viendo rápido y furioso 8, sería más emocionante si alguien no me hubiera contado el final 🙄",0
@monlaferte Espero que lo leas 😭,1
@EnelClientesCL lamentablemente no se notó el esfuerzo. Es más. Se notó todo lo contrario. Tarea para la casa.,0
@hgordillo99 Quiérete tantito ,1
"estoy enojado ,porque de esa forma no se hace , no lo puedo creer todaviaaaaa :(",0
"La justicia pertenece al Estado, la venganza a las personas.",0
@_Laura_OMG_ @Elisa19452 No va para ofender va?,1
Siempre tengo la suerte de cruzarme con gente de mierda.,0
"Soy bien raro porque entre mas quiero a las personas mas pesado (y a veces culero) me llevo con ellas. Neta perdón, yo no pedí ser así ",0
Como me duele la rodilla la puta madre 😟,0
@Hi_SweetestHell @taylianc @PaulaSanbal @gina_zu @AnnieStylinsonM @lu15gomez @N0WKISSMEF00L @Iouisaddidas @NiallOfficial Pordos 😆,1
"Gracias por absolutamente todo y sobretodo, gracias por ser la persona que me completa. ¡Feliz día! @CXClV",1
No los arrobé porque me siguen y ,1
@ambarncf Ira nomas kien abla xd xd,1
Voy a extrañar a Analu y a Tory en mis momentos de desesperación cuando ellas estén en su campa ayyy😭,0
@MenaPablOficial Jalo🌚 no importa que mañana me tenga que levantar temprano ,1
Me encanta cuando las cosas salen como quiero y cuando quiero. #Contenta.,1
Que afortunada que soy por tener a la gente que tengo en mi vida. Que lindo que lindo que lindo todoooo💞,1
Mi gata anda rara: está muy asustada y mira hacia el techo te la casa. No quiere dormir en 2do piso. Le tiene terror a los temblores. #Susto,0
Te extraño y me haces tanta falta... Empanaditas del pata negra. ,0
@iOneGentleman_ @Resentimiento El problema es que no está claro si el primero era realmente afirmativo jajaja,1
"Y si mañana es como ayer otra vez, lo que fue hermoso será horrible después",0
"""El amor perfecto echa fuera el temor"" 💙",1
el mv es muy divertido me dieron ganas de estar ahí,1
@DelosCobos22 excelente profe gracias por sus buenas vivras siempre lo recordamos con agrado por que nos dio buenos triunfos a la  aficion.,1
@feminoacid Claro como siempre se da por hecho que todos somos heteros y CIS por que cambiar eso? Si todos somos personas! #ironía,0
Feliz día fandom ❤,1
No puedo parar de reírme con amiga ,1
No podemos estar bien que ya me enojo por algo que pienso o me invento ajajajaj,0
"Cuando estoy enferma soy más amargada y demasiado sensible, creo que me tocan y me pongo a gritar o a llorar no sé por qué",0
Ya lo conocen alegre hasta el tope.. me dan ganas de tomar🎶👻🍻,1
@ClaramJauregui @tayyjaguarr son personas que no tienen nada que hacer en esta vida! ,0
La concha de su madre con lo de la araña ,0
"Amigo que cansancio cargo, pero no me puedo dormir jajaj",1
@YoSoyDeLeon Leonés hasta el alma (todavía hablo cantadito) pero también ya soy de esta ciudad ,1
No mates al tigre si le vas a tener miedo a la piel,0
@KenjiFujimoriH el bienestar del pais es mas importante que un @FuerzaPopularPe de puros payasos.,0
Tengo alto resentimiento con mi hermano últimamente,0
"@Josetenecesita Blanquito molestando, y enfadado, que raro no?",0
La tercera es una copa q vivi por un Idiota 🍸🐕😡,0
"me acordé que una vez vino la nao a mi casa y nos echamos en la cama mirando al techo y hablamos de oikawa y terminamos llorando, lo típico",0
@haroldazuara Ya que nos asustaste a lo pendejo :v ,1
@JuanGalt11 Tanta comparación sin sentido que apunta....?? a agravar una falta sobre otra... con el fin de??,1
Paso a paso y paso firme 😊,1
Tou bue ansioso para dia 25 bruh,1
@__iDann MUY TARDE. JAJAJAJA como cuando le dijiste a mi novio que no me contestara.. ¡AQUÍ ESTÁ MI VENGANZA PUTO! 😗,1
"@Agencia_Andina @bcrpoficial Es un brillante profesional, probó y honesto.",1
Menosmal y en clara no anda nunca nadie. Jajaja ,1
Fina pero en la cama tremenda sata,1
Mi mama se enojo con abi por que no comió hoy y cerro el negocio con llave.. Ahora no puedo buscar comida.. Estoy a punto de llorar.,0
@WillyRodri13 Dscanso d q ..solo van 3 fechas... Q tristeza,0
"Lo nuestro empezo muerto, fue como esperar agua en el desierto o algo de luz en la oscuridad",0
"Amigos ahora sí no sé de qué me enferme así que llévenme en sus oraciones, espero no morir #Serio",0
@EntreRosales Ay que bonitaaa 💖y acaso veo un asomo de sonrisa en la cara del rey emo arroba @nosoyalexalejo,1
"#manosblancasm4 Donde estaban los del #ppcorrupto y vuestra indignación en el homenaje a las víctimas del franquismo,en el congreso??? 🖕🖕🖕🖕🖕",0
😤 Puttttttto insomnio provocado! ...,0
"Esto de estar muda por mucho tiempo ,no va conmigo #FelizLunes #Bueniniciodesemana  #Alegria",1
@ForoPacheco @andrespalacios1 @PaolaNunez Es unico maravilloso que bromista 😂😂😂😂💋💋❤❤,1
Siempre que me enojo la termino cagando,0
"creo que Fabri se enojo enserio y se fue a dormir jajaja, ahora me voy a aburrir 😢😢",1
"Feliz día, a la mejor amistad 🐶❤",1
@canal9oficial Desagradable Lo invitan para hablar de ginobili ? Traigan a ginobili .,0
Quiero llorar mucho porque no se cuando vere el último capítulo de teen wolf ,0
via @Belkis_Inciarte:  @alecita2611 Peor q nunca... ,0
Salté del escritorio por el #temblor pero después regrese por los tacones #ironías ,0
"@Kabir_Grimm Con gusto revisamos la falla de tu servicio, al tener avances te contactamos.",1
"Están justificando que abusaran de ella por enseñar las tetas en el chupinazo, cuando estaba en un bar sin provocar a ningún baboso",0
"@sanchezceren Con todo respeto y por la potestad q usted tuvo como guerrero, vete dicha reforma y acabe con la mentira d esa vil derecha!!",0
estoy #frustada y #enfadada no me sale un ejercicio de matemáticas,0
voy a intentar hacer matching dices UWU y estás ORGULLOSO,1
"El internet viene y va, así como el ánimo del Venezolano.",0
@Biro1_1 Jajaja ma que gracioso que sos,1
Mi madre me acaba de llamar amargada.,0
Ya me está cansado😤,0
@Anarhefoto Lo mío era un poco #Ironía 😉,1
Me esta doliendo la cabeza 🙁,0
"Te quise mucho, ¿te lo dije? No, porque soy bien cobarde.",0
"Y es q la penultima  vez que tuve depresión en el 2011, juré q primero me mataba antes d volver a pasar por algo así...el dolor en el pecho.",0
"@tati_luna07 Mira , mira lo que dice esta guaranga bo , es grave lo tuyo jajajajaj",1
Déjame sobrepasar tus zonas de peligro,1
@_CarolinaIM ¡de una vez!  😊,1
"Jeje se nota que estoy aburrida , le respondo todas las preguntas a @FrChinx",1
"No puede pasar un rato y que a mi mamá se le olvide alguno de mis tatuajes porque apenas lo vuelve a ver, le entra otra vez el empute ",0
Borraron una de mis fics favs de wattpad la depresión es real,0
"Ya no me contestó, pero con ella no me enojo jeje",1
Me caga la gente negativa y pesimista en exceso!! Esta bien ser hate pero no se mamen!!!,0
Que depresión mas hpta.,0
"—¿Cuánto tiempo lleva tú presidente haciéndose pendejo?  —Un año... no, menos, como 5 años. ",0
@JesusCintora Y la Cospe estara irritada con la UDEF...,1
"La vdd no sé si estoy enojada, triste o idk,",0
"Tener dos solicitudes de musulmanes y una de un judío en feisbuc, el mismo día, randomly. ",1
"#entrarenshock es cuando tu hijo el que ve el futuro... (jajaha) te toca la panza y te dice, hay un bebé aquí adentro...: WATH?? #terror",1
Lunes y arrancas tu rutina #Tristeza al 100,0
"🐎 Eres una gran sorpresa en Twitter para mí, me gusta lo que twitteas y eres esa dualidad de irreverente con ternura :3",1
Me voy a matar😤😩😩,0
"Ami solo me pasan estas cosas, pero bueno no pasa nada. El que las hace riendo llorando las paga se dice trankii",0
"@TELMEXSoluciona @carlosslim LLeva días sin linea y sin internet mi hermana, viuda reciente de trabajadorTelmex #Ironía! @HernandezJuarez",0
Con q cara lo miro ahora? ,0
"Increpado #Peña en #Joquicingo por alumnos de la #UAEM, se provoco una trifulca y aun así había gente elogiando y gritando #Peña.",0
@SofiaIturres Talvez vio algo...👻 ,1
Cómo no voy a estar gorda así? 😤,1
A minutos de mi primera clase... ,1
"@LVidegaray @Pajaropolitico Candil de la calle, oscuridad en su casa ... 🙃🙃🙃",0
Quiero viajar por el mundo. ,1
@Lu_Pereez tremenda crota ahora q me pongo a pensar jajajajjaajajajajajajaajja menos disimulación,1
con estos fríos re juega un novio che,1
"@JosDice  abrazarte y jamas soltarte es lo único que pido , tu sonrisa es única tu tienes  #CD9 #AlonsoVillalpandoTrendy #Coders #KCAMexico",1
@lozan13 mucha suerte y los 9 reseñados o mas que lidiais los mas serios y no tengais bajas suerte,1
"@SoyBlancaAlcala Ahí abajo dice celebra el nacimiento, no aniversario luctuoso. Con estos senadores...",1
"Los de #Herbalife  son los #CAMINANTESBLANCO (#GameOfThrones ) en Jesus Maria. Cada dia uno nuevo, cada dia son mas! 😂👁 ",1
@Camila_Cabello @BrunoMars Alegre por ti bebe cami,1
@bg_elwazoswki Cual cállate  viejo ya!,0
